Name,City,Street_address,Salary,Application_date,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk
Jennifer Trujillo,East Erica,173 Pamela Avenue,71287.2,2018-10-04,46,male,2,own,rich,,1149,18,radio/TV,good
Amy Sutton,Christopherhaven,680 Kimberly Harbors,37668.12,2018-09-29,20,male,2,own,little,,1313,9,furniture/equipment,good
Holly Fields,Weaverburgh,1545 Shepherd Run Apt. 086,82415.45,2018-09-06,55,female,0,free,little,little,1190,18,repairs,bad
Gregory Hernandez,Hollandstad,54824 Walters Islands Apt. 105,54861.31,2018-05-20,74,male,1,own,little,,3448,5,business,good
Daniel Sharp,Ashleyfort,0054 Edward Harbor,68710.66,2018-05-17,29,male,3,own,little,moderate,11328,24,vacation/others,bad
Donald Jones,North Maryfort,14750 Eric Lock Suite 206,90802.7,2018-06-03,36,male,3,free,little,little,1872,6,furniture/equipment,good
Amy Gilbert MD,New Louis,961 Katie Lake Suite 577,52476.91,2018-03-19,33,male,2,own,little,,2058,24,repairs,good
Anthony Hayden,Port Jenniferberg,23989 James Grove Suite 001,53047.92,2018-05-26,25,male,2,own,little,little,2136,9,furniture/equipment,good
Miss Jennifer Bentley,Christineshire,9943 Smith Hills,79918.77,2018-07-13,25,male,2,own,,moderate,1484,12,radio/TV,bad
Michele Montgomery,Jessicabury,45100 Theresa Mission,79137.32,2018-05-12,23,male,1,rent,quite rich,,660,6,repairs,good
Andre Castillo PhD,East Kim,1687 Lopez Dam Suite 682,77335.71,2018-03-20,37,female,2,own,rich,,1287,24,car,good
Jeffrey Knight,Allisonburgh,2409 Melanie Tunnel,54705.17,2018-02-24,65,male,0,own,little,little,3394,42,repairs,good
Diane Weiss,Hawkinschester,4044 Douglas Burg Apt. 327,44339.52,2018-02-01,26,female,0,own,little,rich,609,12,business,bad
Monique Miranda,South Cynthia,2280 Vang Loaf,51983.5,2018-08-15,39,male,3,own,little,,1884,12,car,good
Jack Henderson,South Marissaton,0241 Morrow Ranch Apt. 850,95647.46,2018-11-07,30,female,2,own,little,little,1620,12,furniture/equipment,good
Philip Wright,Carolinefort,001 Barnes Mill Apt. 966,88892.03,2018-08-22,29,male,2,own,little,moderate,2629,20,vacation/others,good
Thomas Martin,Jonchester,116 Lisa Path Suite 936,25137.85,2018-05-28,41,male,1,own,little,,719,12,education,bad
Jennifer Campbell,Dannyhaven,4429 Travis Orchard Apt. 450,67734.02,2018-07-27,30,female,3,own,little,moderate,5096,48,furniture/equipment,bad
Scott Russell,East Jamesville,85054 Cook Island,38259.76,2018-03-09,41,female,1,rent,,,1244,9,education,good
Nathaniel Garner,Bellbury,260 Timothy Centers,60494.3,2018-03-14,34,female,2,own,little,little,1842,36,car,bad
Melissa Caldwell,Salazarview,183 John Knoll,99576.55,2018-07-29,35,male,2,own,little,moderate,2576,7,radio/TV,good
Kyle Cooper,Rebeccashire,365 Tyler Islands Suite 620,92577.33,2018-05-01,55,female,3,own,,rich,1424,12,furniture/equipment,good
Samantha Oliver,Lake Jennifer,31279 Neal Bridge,91390.2,2018-09-22,61,male,2,own,rich,moderate,1512,15,repairs,bad
Kristen Garcia,Roseshire,56122 Jennifer Plaza,82725.18,2018-05-01,30,male,3,own,,,11054,36,car,good
James Castillo,North Lori,648 Tiffany Rapids Apt. 226,90477.16,2018-03-01,29,female,2,own,little,,518,6,radio/TV,good
Robert Brown,Port Christopher,886 Erica Drive,86133.2,2018-11-20,34,male,2,own,little,,2759,12,furniture/equipment,good
Jacob Small,North Johnshire,18348 James Greens,45727.02,2018-08-05,35,male,3,own,little,,2670,24,car,good
Shawn Gomez,Lake Mary,8906 Mitchell Knolls,68873.27,2018-04-30,31,male,2,own,little,little,4817,24,car,bad
Dana Parker,East Steveshire,3502 Julia Curve Apt. 445,49418.76,2018-12-16,29,female,3,own,little,,2679,24,car,good
Kimberly Villa,Jamestown,19897 Cheryl Glens Suite 488,64279.07,2018-02-02,36,male,2,rent,little,little,3905,11,car,good
Matthew Chapman,Port Adamfurt,22752 Melissa Drive,80706.73,2018-07-01,35,male,2,free,little,little,3386,12,car,bad
Maria Mcguire,South Emmaside,6366 Jack Port Suite 993,40582.79,2018-02-16,27,female,2,own,little,little,343,6,domestic appliances,good
Diane Lee,East Calvinstad,38840 Isabella Flat,93966.95,2018-12-31,32,male,2,own,little,,4594,18,radio/TV,good
Eric Clark,East Ronaldberg,03828 Cox Court Suite 246,60437.99,2018-08-12,37,male,2,own,little,little,3620,36,furniture/equipment,good
Kelsey Scott,Roseborough,14439 Martinez Trafficway,39582.43,2018-02-15,36,male,2,own,little,little,1721,15,car,good
Donald Tucker MD,Robertview,16278 Price Rue,31782.32,2018-07-13,34,female,3,rent,little,moderate,3017,12,furniture/equipment,good
Roy Shaw,Mckaymouth,218 Brooks Freeway Apt. 461,55579.19,2018-05-19,38,male,2,own,,moderate,754,12,education,good
Robert Hardin,Kristinashire,299 Clayton Vista,45618.44,2018-01-09,34,male,2,own,little,,1950,18,business,good
Chad Myers,West Kelly,585 Lisa Turnpike,68510.53,2018-09-24,63,male,2,own,little,little,2924,24,car,good
William Flynn,North Angelaport,21683 Ross Oval Apt. 320,76903.23,2018-04-20,29,female,1,rent,little,little,1659,24,radio/TV,bad
Kenneth Cabrera,Johnsonburgh,9573 Lee Court Suite 116,61010.36,2018-12-09,32,male,2,own,,,7238,48,radio/TV,good
Timothy Meyer,Billyton,83276 Sandra Vista,92590.98,2018-02-15,26,female,2,own,little,,2764,33,business,good
Carl Cole,East Justin,4151 Richard Knolls Apt. 031,67829.65,2018-11-19,35,male,1,own,little,,4679,24,car,good
John Cunningham,West Jeremy,36578 Wells Tunnel Apt. 201,98887.09,2018-09-13,22,male,2,rent,moderate,moderate,3092,24,radio/TV,bad
Nancy Miller,Danielville,7957 Randy Valleys,36204.25,2018-05-16,23,female,2,own,little,little,448,6,education,bad
Sandra Harrington,South Ashleyborough,00222 Charles Loop,31799.61,2018-09-22,28,male,1,own,little,little,654,9,car,bad
Shari Cohen,North Michael,6665 Justin Shore,65358.73,2018-08-19,36,male,3,own,,,1238,6,education,good
Ashley Moore,New Christopherchester,584 Carter Turnpike Suite 579,60113.72,2018-10-11,33,male,2,own,little,moderate,1245,18,radio/TV,bad
Mark Sloan DVM,Beantown,75596 Jones Camp,97021.66,2018-11-27,26,female,2,rent,little,little,3114,18,furniture/equipment,bad
Leslie Simmons,Murraymouth,61664 King Garden Apt. 028,60408.66,2018-03-06,24,male,2,own,quite rich,,2569,39,car,good
Steven Woodward,Port Keith,07012 Luis Island,46879.55,2018-08-31,25,male,2,own,little,rich,5152,24,radio/TV,good
Jerry Perkins,West Annettehaven,9843 Yoder Ways,59886.38,2018-08-10,39,male,1,own,moderate,moderate,1037,12,business,good
Jesus Trevino,New Benjaminfurt,2473 Paul Trail,31874.45,2018-04-18,44,male,2,own,little,little,1478,15,furniture/equipment,good
Denise Cameron,Nicoleshire,939 Jade Skyway Apt. 742,45686.54,2018-01-30,23,female,1,own,little,moderate,3573,12,radio/TV,good
James Zhang,Garyville,73867 Michael Club Apt. 199,98376.04,2018-04-10,26,male,2,own,little,moderate,1201,24,car,good
Anne Lewis,East Eric,1465 Julie Rest,88849.43,2018-05-04,57,female,2,rent,rich,little,3622,30,furniture/equipment,good
Mary Swanson,Lake Peter,10684 Christopher Harbor,57624.74,2018-09-28,30,female,2,own,rich,,960,15,furniture/equipment,good
Anthony Mitchell,Maddoxtown,12799 Daniels Corners,72554.55,2018-05-04,44,male,2,own,quite rich,,1163,12,car,good
Theresa Roberts,Beckyville,57903 Johnson Keys Suite 858,46739.35,2018-05-05,47,male,3,own,little,moderate,1209,6,car,bad
Diana Little,Juliahaven,52878 Hogan Dam,53360.33,2018-09-22,52,male,2,own,little,,3077,12,radio/TV,good
Paul Cole,New Laurenshire,1745 Gross Bridge,71969.33,2018-05-03,62,female,2,free,little,,3757,24,car,good
Monique Schaefer,New Michaelmouth,6496 Sandra Summit Suite 191,78466.88,2018-03-18,35,male,1,rent,moderate,,1418,10,car,good
Cynthia Greene,Shannonton,072 Flowers Shoals Apt. 247,25959.34,2018-10-02,26,male,2,rent,little,,3518,6,car,good
Molly Nixon,North Anthonyfurt,808 Richardson Road,57639.33,2018-02-24,26,male,2,own,little,,1934,12,radio/TV,good
Dr. Sarah Green,Ginaton,8653 Dylan Pass Suite 123,65276.04,2018-05-27,42,female,3,free,little,moderate,8318,27,business,bad
Matthew Hess,Rosalesfurt,5738 Hall Course Suite 098,81978.13,2018-11-02,27,female,2,own,moderate,,1237,6,radio/TV,good
Scott Richard,New Victoria,1505 Allen River,50394.43,2018-01-28,38,male,2,own,,moderate,368,6,radio/TV,good
Chase Moore,West Nicholasberg,12670 George Drive Apt. 794,60813.01,2018-06-03,39,male,1,rent,little,little,2122,12,car,good
Michelle Henry,Port Annbury,78146 Thomas Oval,77713.68,2018-05-28,20,male,2,own,,little,2996,24,furniture/equipment,bad
Christina Newton,New Patricia,5414 Jacob Mountains Suite 626,47739.67,2018-08-08,29,male,3,rent,moderate,moderate,9034,36,furniture/equipment,bad
Katherine Tran,Alexisburgh,3310 Silva Manors,50102.62,2018-11-24,40,male,2,own,little,,1585,24,furniture/equipment,good
Charles Kelley,Port Nicolestad,464 Lori Viaduct Suite 940,99547.42,2018-12-17,32,male,1,own,little,moderate,1301,18,radio/TV,good
Meghan Huff,Aprilmouth,673 Vincent Lakes,96049.25,2018-10-31,28,male,2,own,moderate,rich,1323,6,car,good
Allen Mcmillan,Barnesstad,594 Zachary Parks Suite 497,57324.66,2018-09-03,27,female,2,own,little,little,3123,24,car,bad
John Dawson,Lake Lucas,66252 Fields Causeway,53332.28,2018-11-13,42,male,2,free,little,little,5493,36,car,good
Stephen Winters,East Jessica,35746 Mariah Freeway,39392.08,2018-06-23,49,male,2,own,moderate,rich,1126,9,radio/TV,good
Ernest Holden,New Alicia,59866 Aaron Ford,81990.8,2018-06-10,38,male,2,own,moderate,moderate,1216,24,radio/TV,bad
Mark Powell,Baileyview,99000 Jackson Junctions Suite 157,25795.48,2018-09-17,24,female,2,rent,little,little,1207,24,car,bad
Christine Perry,Jonesmouth,725 Jones Springs,26710.11,2018-08-26,27,male,1,own,,,1309,10,car,bad
Melissa Lee,Kathyview,70334 Felicia Fords Suite 867,66040.39,2018-12-18,36,male,2,own,quite rich,rich,2360,15,car,good
Patricia Yates,East Thomas,4055 Patricia Harbor,52469.0,2018-06-24,34,male,3,own,moderate,moderate,6850,15,car,bad
Larry Scott,Hannahview,36565 Jessica Isle,40309.45,2018-04-28,28,male,2,own,little,,1413,24,radio/TV,good
Micheal Thompson,Lake Ian,7405 Paige Meadow Suite 658,31854.55,2018-03-27,45,male,3,own,moderate,,8588,39,car,good
Breanna Moore,East Garyfurt,16322 Matthew Walks Suite 205,62568.86,2018-10-08,26,male,2,own,little,little,759,12,car,bad
Melissa Deleon,East Deannatown,821 Evans Center Apt. 755,87048.78,2018-05-03,32,male,3,free,little,,4686,36,car,good
Crystal Kim,West Brianside,440 Lisa Camp,94271.53,2018-08-20,26,male,2,rent,little,rich,2687,15,business,good
Mr. Peter Vang DVM,West Jerry,0319 Valdez Extensions,49241.92,2018-08-21,20,male,2,rent,little,moderate,585,12,radio/TV,good
Charles Webster,South Williamland,19097 Steven Harbor,86729.77,2018-06-25,54,male,2,own,,,2255,24,car,good
Jason Hicks,Scottport,289 Martinez Squares Suite 332,49721.1,2018-11-08,37,female,2,own,little,little,609,6,car,good
Alexis Mills,New Joshualand,677 Jeffrey Unions,34123.77,2018-12-21,40,male,1,own,little,little,1361,6,car,good
Melinda Guerra,Johnside,19611 Austin Prairie,66736.9,2018-10-19,23,female,2,rent,little,,7127,36,furniture/equipment,bad
Mark Brown,East David,70578 Oscar Knolls Apt. 507,66539.69,2018-10-01,43,male,2,own,moderate,little,1203,6,car,good
Leah Castaneda,Johnsonfurt,754 Smith Track,37347.64,2018-08-05,36,male,2,free,,,700,6,radio/TV,good
Susan Hernandez DDS,Lake Dawnbury,460 Jordan Junction Apt. 451,81848.27,2018-07-10,44,male,2,free,little,,5507,24,repairs,good
Dale Moore,Lake Claire,73115 Cesar Via,78487.15,2018-12-07,24,female,2,own,little,little,3190,18,radio/TV,bad
David Oliver,West Jessicastad,575 Lisa Loaf Apt. 741,71367.3,2018-10-11,53,male,2,free,little,little,7119,48,furniture/equipment,bad
Jack Dixon,Port Ericfurt,34401 Kent Shoals Suite 792,52281.57,2018-12-10,23,female,2,own,moderate,,3488,24,car,good
Shawna Cordova,South Frank,83657 Richard Dam,46066.05,2018-01-07,26,female,1,own,little,moderate,1113,18,radio/TV,good
Thomas Pena,Lake Seth,915 Michael Groves,77870.85,2018-09-05,30,male,2,own,little,moderate,7966,26,car,good
Andrew Wilson,Lake Helenborough,0362 Maria Terrace,40125.73,2018-06-23,31,female,2,own,moderate,,1532,15,education,good
Jason Hall,East Thomas,4374 Pamela Knoll Apt. 528,94659.82,2018-04-29,42,male,1,own,little,,1503,4,radio/TV,good
Peggy Greene,Moorefurt,853 Ellis Oval Suite 299,26149.64,2018-07-29,31,male,2,rent,little,little,2302,36,radio/TV,bad
Wayne Suarez,Loweryport,6042 Holloway Center Suite 233,75026.56,2018-10-13,41,male,1,own,little,little,662,6,car,good
Jessica Moore,South David,6185 Jones Fort,29064.92,2018-04-15,32,male,2,own,little,moderate,2273,36,education,good
Robert Douglas,North Andrew,1253 Caroline Junctions Suite 979,40808.83,2018-01-02,28,female,2,rent,moderate,moderate,2631,15,car,bad
Joseph Benjamin,West Phillip,89257 Williams Drive,55925.17,2018-12-04,41,male,2,rent,little,,1503,12,car,good
Tammy Black,Alexanderchester,2723 Holmes Ville,46492.33,2018-10-12,26,male,2,own,moderate,,1311,24,radio/TV,good
Donald Bryant,Amandaville,269 Stephanie Port Suite 322,80356.69,2018-02-12,25,male,2,own,,,3105,24,radio/TV,good
Jennifer Lambert,East Catherine,0742 Hill Mountain,54428.51,2018-03-05,33,male,2,rent,little,rich,2319,21,education,bad
Phyllis Arnold,Kingville,60694 Harrison Parks,65172.29,2018-01-18,75,female,3,own,,little,1374,6,car,good
Chad Coleman,West Monicastad,9915 Thomas Turnpike Apt. 255,71726.45,2018-07-21,37,female,2,own,little,moderate,3612,18,furniture/equipment,good
Brian Santos,Port Branditown,1007 White Dale Apt. 075,27855.06,2018-07-30,42,male,3,free,little,little,7763,48,car,bad
April Hill,Wrightmouth,41107 Danielle Mill,96753.04,2018-09-12,45,female,1,own,little,rich,3049,18,furniture/equipment,good
John Tran,Port Diane,506 Tiffany Burg,49352.92,2018-07-10,23,male,2,rent,little,moderate,1534,12,radio/TV,bad
Shannon Burns,Floresbury,3316 Thomas Junction,69728.18,2018-02-01,60,male,2,free,little,,2032,24,car,good
Christopher Fischer,South Gregview,11409 Jason Ramp,74803.94,2018-10-10,31,male,2,own,,little,6350,30,furniture/equipment,bad
Cindy Ballard,Harringtonville,98921 Cheryl Springs Apt. 875,82941.12,2018-07-15,34,male,1,own,little,rich,2864,18,furniture/equipment,bad
Allison Mathis,Kennethhaven,4919 Ryan Ramp Apt. 480,53622.23,2018-05-31,61,male,1,own,little,,1255,12,car,good
John Banks,Figueroaside,700 Charles Circle Apt. 035,64025.91,2018-02-28,43,male,2,free,little,little,1333,24,car,bad
Justin Bowman,East Deanna,2496 Vaughn Via Apt. 007,41924.95,2018-08-16,37,female,2,own,little,,2022,24,car,good
Mary Gray,Lake Carolyn,26439 Christina Coves,61852.98,2018-11-29,32,male,2,own,little,,1552,24,radio/TV,good
Steve Mercado,Liberg,788 Donald Course,37371.54,2018-12-20,24,female,1,own,little,little,626,12,radio/TV,bad
Elizabeth Mclean,Lake Jasonbury,1283 Garza Plaza Suite 487,56040.96,2018-11-18,35,male,2,free,,,8858,48,car,good
Sarah Oneal,North Brianshire,760 Anthony Canyon Apt. 652,94198.76,2018-12-22,23,female,2,own,,,996,12,repairs,good
Jason Campos,Lake Briannashire,55118 Miller Isle Suite 883,49342.66,2018-07-12,45,male,1,own,quite rich,,1750,6,radio/TV,good
Joe Reynolds,Nelsonmouth,286 Gutierrez Parkway Suite 217,82428.68,2018-04-08,34,male,2,own,little,little,6999,48,radio/TV,bad
Jason Herman,Parkershire,2080 Morse Brooks Suite 962,57309.36,2018-10-07,27,male,2,own,moderate,moderate,1995,12,car,good
Timothy Reyes,Knightbury,98802 Blair Way Suite 854,84889.71,2018-01-21,67,female,3,own,little,moderate,1199,9,education,good
Mark Johnson,Port Thomas,401 Garrett Hills,43898.66,2018-04-13,22,male,2,own,little,moderate,1331,12,radio/TV,bad
Matthew Moore,Morganland,05251 Perry Route,58101.62,2018-11-01,28,female,2,own,moderate,moderate,2278,18,car,bad
Richard Delgado,Samuelstad,234 White Fall,95409.21,2018-10-21,29,female,2,own,,,5003,21,car,bad
Stephanie Clarke MD,Hartmanview,92112 Erin Bridge,87370.55,2018-04-09,27,male,2,own,little,little,3552,24,furniture/equipment,bad
Marcus Harrison,Jasonfurt,2643 Jacqueline Springs Suite 999,93290.34,2018-09-10,31,male,1,own,little,moderate,1928,18,furniture/equipment,bad
James Stewart,Whiteburgh,13381 Michael Lake,36742.49,2018-04-26,49,male,2,free,,little,2964,24,car,good
Julie Evans,Liside,244 Mary Avenue Suite 397,55769.88,2018-04-03,24,male,1,rent,little,little,1546,24,radio/TV,bad
Jennifer Campos,Port Larry,4449 Bennett Junctions,93232.19,2018-02-01,29,female,2,own,little,rich,683,6,radio/TV,good
Laura Kelly,Port Amandaberg,1115 James Glen,82766.76,2018-08-10,37,male,2,free,,moderate,12389,36,car,bad
Nancy Lopez,Lake Shawnfort,8951 Dylan Mountain,32947.44,2018-04-12,37,male,3,own,,moderate,4712,24,business,good
David Terry,East Bruceside,9803 Bowers Glens Apt. 121,60082.34,2018-11-17,23,female,2,rent,moderate,moderate,1553,24,radio/TV,good
Steven Williams,Virginiaburgh,616 Jenna Stream Suite 103,26248.09,2018-06-16,36,male,2,own,little,little,1372,12,car,bad
Lisa Juarez,West Jasonhaven,7282 Crawford Place,34361.16,2018-11-30,34,male,2,own,rich,,2578,24,radio/TV,good
Tony Vasquez,Stephanieshire,5343 Mary Trail,98803.13,2018-05-21,41,male,2,own,,moderate,3979,48,radio/TV,good
Nicole Cohen,Chasefurt,67362 Jones Ports,33256.53,2018-04-20,31,female,2,own,little,little,6758,48,radio/TV,bad
Matthew Taylor,Michaelstad,34287 Valdez Highway Suite 172,75024.9,2018-07-31,23,female,1,rent,little,little,3234,24,furniture/equipment,bad
Cynthia Cook,South Gregory,7432 Jesse Cliffs,39489.96,2018-05-18,38,male,2,own,little,,5954,30,radio/TV,good
Stacy Gray,Andrewstad,869 Williams Fords Apt. 963,56573.52,2018-10-12,26,female,3,rent,,,5433,24,car,good
Bryan Robles,Nicoleville,297 Henry Street,28786.08,2018-01-21,22,female,1,own,little,little,806,15,business,good
Jeffrey Johnson Jr.,North Connieshire,5192 Natalie Inlet,70746.52,2018-06-16,27,male,1,own,little,moderate,1082,9,radio/TV,good
Susan Rodriguez,Kennethside,95893 Nguyen Port Apt. 469,86520.34,2018-08-05,24,female,2,own,little,,2788,15,furniture/equipment,good
Erik Griffin,Hopkinston,742 Taylor Stravenue Suite 601,77730.43,2018-10-08,27,female,2,own,little,moderate,2930,12,radio/TV,good
Tonya Webb,Floresberg,50286 Ball Extensions,83099.3,2018-09-07,33,female,2,own,,,1927,24,education,good
Christina Obrien,Lake Lauren,88773 Valerie Estate Suite 027,30075.16,2018-07-07,27,male,2,own,little,moderate,2820,36,car,bad
Elizabeth Roman,Ethanville,67972 Anthony Lodge Suite 645,79374.64,2018-06-25,27,male,1,own,little,,937,24,education,good
Holly Oneal,Donnafurt,8688 Carter Glens Suite 839,95181.82,2018-08-17,30,male,2,own,little,moderate,1056,18,car,bad
Joel Daugherty,Robertsfort,150 Robinson Fields Apt. 751,34544.67,2018-12-20,49,male,1,own,little,moderate,3124,12,car,good
David Aguilar,West Michaelland,813 Nicholas Turnpike Suite 453,27991.6,2018-01-28,26,female,2,rent,little,,1388,9,furniture/equipment,good
Douglas Guzman,West Rachel,89411 Amy Villages,49299.28,2018-09-01,33,male,1,rent,little,moderate,2384,36,repairs,bad
Nichole Holloway,Alisonville,7783 Diane Street,94201.02,2018-04-10,52,female,3,free,,,2133,12,car,good
Cynthia Huerta,Port Stefanie,8230 Zachary Mountains Suite 786,65169.04,2018-02-11,20,female,2,rent,little,little,2039,18,furniture/equipment,bad
Monica Gill,New Kevinshire,7733 Willis Corner Apt. 561,54168.4,2018-07-19,36,male,2,rent,little,little,2799,9,car,good
Megan Wright,Lowestad,062 Kelly Underpass Suite 593,55382.72,2018-10-05,21,male,1,own,little,little,1289,12,furniture/equipment,good
Kevin Harmon,East Kathleen,8961 Jimmy Parkway,50828.34,2018-05-27,47,male,1,own,little,little,1217,18,domestic appliances,bad
Katherine Mcmillan,Brooketown,303 Lori Wall Suite 536,81733.15,2018-09-28,60,male,2,own,little,little,2246,12,furniture/equipment,bad
Bryan Gay,Davisshire,1871 Scott Way,89115.94,2018-01-20,58,female,1,own,little,little,385,12,radio/TV,good
Brittany Singleton,Smithborough,4095 Robinson Crossing,42233.69,2018-12-05,42,female,2,rent,,moderate,1965,24,car,good
Paige Perez,Leonardfort,373 Horn Meadow Apt. 432,49116.32,2018-06-20,36,female,1,own,rich,,1572,21,business,good
Timothy Osborn,New Shellychester,8640 Hernandez Ford,56072.37,2018-01-22,20,female,1,rent,little,moderate,2718,24,car,bad
Kristen Lewis,Knightview,3066 Smith Drives Suite 983,66297.03,2018-05-14,40,male,3,own,,little,1358,24,vacation/others,bad
Abigail Nichols,Port Jefferystad,433 Michelle Trafficway Apt. 149,99986.6,2018-08-20,32,female,1,own,moderate,moderate,931,6,car,bad
Mary Jackson,Melindaborough,67951 Bennett Prairie,90934.15,2018-11-21,23,female,2,rent,little,little,1442,24,car,bad
Juan Silva,Diazchester,5789 Amber Points Suite 804,56458.8,2018-03-31,36,male,1,own,little,moderate,4241,24,business,bad
Beth Roman,Port Maria,5278 Lauren Forges,43450.18,2018-12-08,31,male,2,own,little,,2775,18,car,bad
Adam Gay,South Crystalfurt,8018 Kathryn Pines,33561.41,2018-07-26,32,male,2,free,little,,3863,24,business,good
Ryan Dunn,Taylorchester,451 Steven Loaf,78744.0,2018-10-20,45,female,2,own,little,moderate,2329,7,radio/TV,good
Walter Diaz,Port Brian,9277 Martin Causeway Apt. 085,91001.12,2018-08-20,30,female,2,own,little,moderate,918,9,furniture/equipment,bad
Natalie Travis,Port Walterbury,53813 Paul Springs,63382.69,2018-05-06,34,female,1,free,little,moderate,1837,24,education,bad
Andrew Rogers,North Ryanstad,978 Stephanie Keys,36221.87,2018-05-24,28,female,3,own,little,,3349,36,furniture/equipment,bad
Robert Myers,Lewischester,010 Knox Road Suite 718,85117.01,2018-08-01,23,female,2,own,little,rich,1275,10,furniture/equipment,good
Mark Crawford,Jamesberg,19576 Crystal Village,27432.13,2018-08-09,22,male,2,own,quite rich,little,2828,24,furniture/equipment,good
Misty Carter,Christyside,9559 Wade Expressway Apt. 936,94462.54,2018-01-02,74,male,3,own,little,,4526,24,business,good
Billy Wolfe,North Aliciatown,8007 Amber Port,87829.3,2018-11-05,50,female,2,free,moderate,moderate,2671,36,radio/TV,bad
Daniel Spencer,Port Amanda,03832 Underwood Mountains,65261.88,2018-11-09,33,male,2,own,little,,2051,18,radio/TV,good
James Mooney,Sullivanborough,71971 Krista Mission,74781.61,2018-06-08,45,male,2,free,,,1300,15,car,good
Andrea Griffin,Grimesmouth,4631 Norma Corners Suite 569,48264.37,2018-04-22,22,female,2,own,moderate,little,741,12,domestic appliances,bad
Jerry Calderon,New Sandra,2466 Scott Inlet Apt. 188,64739.41,2018-01-13,48,female,1,free,moderate,rich,1240,10,car,bad
Felicia King,North Danachester,601 Eric Run Apt. 333,92205.6,2018-03-21,29,female,2,own,rich,little,3357,21,radio/TV,good
Jason Caldwell,Markburgh,112 Rhonda Burg Apt. 436,53809.71,2018-04-12,22,female,2,rent,little,little,3632,24,car,good
Leah Gardner,Lake Michael,854 Cole Lake Suite 566,41193.23,2018-02-03,22,female,2,own,little,,1808,18,furniture/equipment,bad
Christian White,Danieltown,84397 Rowland Bridge,49699.45,2018-04-15,48,male,3,own,,moderate,12204,48,business,good
Bryan Perez,Wiseville,545 Schmitt Flat,90411.01,2018-03-27,27,male,3,free,,moderate,9157,60,radio/TV,good
Keith Jones,Myershaven,7167 Zachary Trail,87115.07,2018-11-16,37,male,2,rent,little,little,3676,6,car,good
Angela Gonzalez,Port Feliciahaven,8697 Heidi Estates Suite 863,79365.0,2018-04-23,21,female,2,rent,moderate,moderate,3441,30,furniture/equipment,bad
James Vazquez,Hunterfurt,0538 Veronica Prairie,96642.7,2018-01-03,49,male,1,own,little,,640,12,car,good
Kyle Lawrence,Johnsonside,329 Collins Curve,89013.67,2018-09-21,27,male,2,own,little,moderate,3652,21,business,good
Daniel Mosley,Karenmouth,641 Angela Square Suite 787,69682.25,2018-07-10,32,male,2,own,little,,1530,18,car,bad
Jessica Joseph,Brendabury,14563 Bradshaw Lake Apt. 143,43347.87,2018-08-17,38,male,2,own,,,3914,48,business,bad
Stacy Dennis,West David,79597 Santiago Ville,41886.09,2018-09-20,22,female,2,rent,little,little,1858,12,furniture/equipment,good
Christopher Forbes,Amyview,5912 Smith Island,82776.16,2018-08-28,65,male,2,free,little,little,2600,18,radio/TV,bad
Donna Smith,Pamelaberg,5057 Katie Forks Suite 301,35699.73,2018-11-20,35,male,2,own,,,1979,15,radio/TV,good
Sarah Moon,Aaronshire,94294 Gonzalez Park,80537.33,2018-11-18,41,male,2,own,little,rich,2116,6,furniture/equipment,good
Curtis Norris,North Glennview,6587 Rodriguez Stream Apt. 327,52165.32,2018-07-30,29,male,2,own,moderate,moderate,1437,9,car,bad
Andrew Garcia,Charlesshire,1657 Randall Knolls,82099.86,2018-01-12,36,male,2,own,quite rich,,4042,42,furniture/equipment,good
Phillip Nolan,Carterburgh,715 Jeffrey Islands Apt. 332,99744.21,2018-07-20,64,male,1,own,,,3832,9,education,good
Joseph Davis,Robertburgh,35837 Smith Ways Apt. 635,94806.46,2018-05-14,28,female,2,own,little,little,3660,24,radio/TV,good
Yolanda Vega,Michaelhaven,589 Mosley Islands,50363.91,2018-01-21,44,male,2,own,little,little,1553,18,furniture/equipment,bad
Amy Perez,Hansenland,080 Chavez Islands Apt. 578,31703.45,2018-07-02,23,male,2,own,,moderate,1444,15,radio/TV,good
Ernest Craig,Port Patriciaville,083 Montgomery Union,91514.64,2018-06-14,19,female,2,rent,little,,1980,9,furniture/equipment,bad
James Lucas,Lake Melissaport,215 Schneider Freeway,95445.88,2018-05-08,25,female,1,own,little,moderate,1355,24,car,bad
Nicole Cannon,Richardland,5346 Chad Springs,80928.37,2018-03-04,47,male,2,own,little,,1393,12,education,good
Linda Cole,Colemanhaven,661 Heather Loaf Apt. 482,80633.14,2018-01-09,28,female,2,own,quite rich,,1376,24,radio/TV,good
Lindsay Foley,Sueborough,924 Caleb Lock Suite 211,62436.91,2018-01-29,21,male,2,own,little,,15653,60,radio/TV,good
Frank Bass,Mcgeechester,87091 Campbell Walk Suite 684,38765.78,2018-02-02,34,female,2,own,little,,1493,12,radio/TV,good
Julie Guzman,Wilsonburgh,8889 Lisa Orchard Suite 278,77098.12,2018-07-19,26,male,2,own,little,little,4370,42,radio/TV,bad
Erica Chung,Turnerchester,155 Thomas Lake,27863.01,2018-04-14,27,female,0,own,little,little,750,18,education,bad
Ashley Greene,Petersonmouth,6569 Eileen Locks,49203.91,2018-03-18,38,male,1,own,little,moderate,1308,15,repairs,good
